customer_id,age,annual_income,monthly_income,employment_years,loan_amount,loan_term_months,interest_rate,emi,num_existing_loans,credit_utilization,num_late_payments_12m,credit_history_years,default
19323,38,467380.6,38948.38,11.7,772991.2,84,11.01,13239.56,3,0.382,0,18,0
19324,58,369646.97,30803.91,8.2,408769.25,84,14.39,7748.68,3,0.398,1,34,0
19325,49,285981.75,23831.81,5.3,228865.2,12,11.99,20333.33,1,0.203,2,28,0
19326,33,223140.19,18595.02,4.8,433665.83,36,20.67,16265.0,2,0.405,0,12,1
19327,40,471021.1,39251.76,12.5,841251.37,36,16.23,29671.52,0,0.144,0,19,0
19328,61,192218.46,16018.2,11.4,254418.5,24,12.16,11995.38,0,0.138,2,38,0
19329,46,193667.55,16138.96,2.8,316091.11,36,12.5,10574.39,2,0.218,0,25,0
19330,24,583179.07,48598.26,9.5,979156.99,48,16.38,27940.51,1,0.635,2,3,1
19331,62,355091.53,29590.96,14.9,431634.23,48,13.82,11756.11,2,0.222,1,39,0
19332,57,361422.61,30118.55,11.5,243046.38,84,18.36,5159.72,1,0.413,0,36,0
19333,34,400021.92,33335.16,0.0,280800.84,36,19.32,10338.53,0,0.182,0,13,0
19334,68,282821.86,23568.49,11.2,139661.92,60,13.43,3208.56,1,0.163,2,48,0
19335,67,144517.15,12043.1,1.8,72270.85,12,18.12,6629.92,0,0.499,0,46,0
19336,69,336240.95,28020.08,9.1,374204.46,24,20.33,19105.82,2,0.407,0,49,0
19337,39,293867.09,24488.92,4.3,207824.18,36,9.4,6647.51,2,0.183,2,15,0
19338,66,193003.52,16083.63,10.0,59414.76,48,17.19,1720.26,1,0.437,0,44,0
19339,60,172038.58,14336.55,4.7,169708.87,36,20.79,6375.51,1,0.461,1,37,0
19340,63,289737.73,24144.81,2.8,145232.21,36,19.77,5380.34,3,0.466,0,40,0
19341,47,150406.99,12533.92,9.6,273729.31,48,23.11,8789.93,2,0.587,3,23,1
19342,34,276038.6,23003.22,8.6,375495.72,48,11.43,9783.48,1,0.572,1,12,0
19343,32,259881.26,21656.77,12.1,73262.47,12,15.32,6623.61,0,0.163,2,11,0
19344,68,279407.1,23283.92,5.3,160164.61,12,16.32,14556.14,2,0.469,1,45,0
19345,45,362698.78,30224.9,0.4,91436.28,60,10.46,1963.51,1,0.398,1,25,0
19346,66,404730.73,33727.56,11.4,319230.08,84,11.21,5501.31,2,0.466,0,45,0
19347,48,207783.41,17315.28,15.2,119702.17,48,19.4,3604.42,0,0.033,2,28,0
19348,47,458124.27,38177.02,5.1,199752.79,60,21.17,5423.1,1,0.141,0,23,0
19349,24,265750.89,22145.91,10.4,175528.08,36,9.63,5633.35,1,0.042,0,4,0
19350,40,712582.3,59381.86,6.4,1269052.13,48,11.77,33275.88,0,0.098,1,18,0
19351,48,221303.32,18441.94,17.7,55483.09,48,19.52,1674.21,1,0.178,1,24,0
19352,26,132499.61,11041.63,5.4,80074.99,12,8.46,6982.64,1,0.444,0,5,0
19353,28,449918.18,37493.18,7.8,647557.32,48,13.14,17417.37,2,0.275,0,7,0
19354,49,366887.47,30573.96,0.0,335840.67,84,21.36,7735.18,0,0.079,2,27,0
19355,33,540814.03,45067.84,15.9,694055.5,48,20.29,21227.75,1,0.161,2,9,0
19356,55,346217.3,28851.44,5.3,855657.35,60,14.23,20011.83,1,0.026,0,34,0
19357,43,955513.77,79626.15,14.5,783532.46,48,11.07,20277.45,4,0.292,0,22,1
19358,40,269832.32,22486.03,4.6,590883.27,24,17.11,29245.85,2,0.378,1,17,1
19359,26,500393.93,41699.49,7.6,108261.77,36,12.93,3644.12,2,0.336,1,2,0
19360,40,228038.85,19003.24,4.1,236653.49,48,16.67,6788.31,0,0.217,1,18,0
19361,47,379226.25,31602.19,3.3,320752.86,60,10.41,6879.94,4,0.344,0,25,0
19362,49,416237.47,34686.46,6.5,709809.98,36,11.11,23275.26,1,0.183,0,26,0
19363,34,449675.46,37472.96,7.3,1102119.49,36,18.88,40332.48,0,0.109,1,12,0
19364,22,437207.54,36433.96,6.2,689008.32,48,17.41,20027.82,0,0.124,1,0,0
19365,66,80000.0,6666.67,0.4,110824.13,84,14.63,2115.61,1,0.302,2,44,0
19366,67,286548.01,23879.0,9.4,530452.69,48,22.53,16865.49,2,0.188,0,46,1
19367,65,222447.45,18537.29,0.0,47119.25,36,15.1,1635.71,1,0.431,0,43,1
19368,35,245501.27,20458.44,6.3,477824.57,24,10.95,22259.28,0,0.505,1,11,1
19369,50,257376.46,21448.04,0.1,111529.25,60,21.42,3043.65,0,0.661,1,29,0
19370,27,483466.35,40288.86,12.5,1125558.13,36,23.19,43681.58,3,0.426,0,7,1
19371,65,328170.84,27347.57,14.2,746945.05,84,21.76,17387.36,1,0.237,0,44,0
19372,21,230092.89,19174.41,11.0,241905.62,48,20.22,7389.66,1,0.214,0,0,0
19373,44,142324.88,11860.41,5.6,30541.92,12,22.95,2872.53,0,0.375,0,20,0
19374,62,638277.76,53189.81,4.3,516307.31,36,12.44,17257.5,2,0.199,1,42,0
19375,56,214559.21,17879.93,6.7,443794.5,24,10.45,20571.16,1,0.919,2,32,1
19376,63,277797.24,23149.77,7.7,273817.83,48,19.92,8320.71,0,0.335,0,39,0
19377,45,864091.93,72007.66,10.4,980608.93,84,21.54,22693.93,1,0.636,0,25,0
19378,25,217498.28,18124.86,10.0,375095.93,12,23.81,35434.44,0,0.2,0,4,0
19379,21,258373.21,21531.1,0.0,218954.74,60,14.98,5206.62,0,0.137,0,1,0
19380,28,333063.9,27755.32,11.3,549819.89,84,13.52,10158.39,1,0.218,2,5,0
19381,23,132856.75,11071.4,9.9,162614.51,84,18.79,3493.51,0,0.632,0,2,0
19382,42,125379.52,10448.29,4.1,313277.32,36,10.78,10223.69,2,0.418,0,20,0
19383,23,233093.14,19424.43,3.2,565868.2,84,8.04,8831.02,2,0.532,3,0,1
19384,30,237161.93,19763.49,8.3,325474.46,48,16.37,9285.83,0,0.373,1,8,1
19385,41,317144.6,26428.72,8.9,366605.32,60,18.17,9343.3,1,0.251,0,20,0
19386,57,181861.89,15155.16,2.5,45176.64,48,16.07,1281.94,0,0.093,0,34,0
19387,54,368424.18,30702.02,8.3,357403.49,24,11.06,16667.76,1,0.093,0,30,0
19388,23,100875.42,8406.28,8.9,188979.43,84,18.16,3989.68,1,0.466,0,1,1
19389,65,286316.84,23859.74,12.3,562398.48,12,11.87,49934.23,3,0.056,0,43,1
19390,47,355076.36,29589.7,7.4,204373.02,84,14.56,3893.45,4,0.283,1,25,0
19391,38,349487.17,29123.93,0.0,794181.52,48,12.88,21258.63,1,0.25,0,16,0
19392,39,273378.28,22781.52,9.3,157273.27,60,10.19,3356.31,0,0.119,1,16,0
19393,62,213166.9,17763.91,0.0,468853.91,48,21.51,14647.31,3,0.314,0,39,1
19394,43,269430.24,22452.52,3.8,312689.13,48,17.73,9141.19,1,0.101,1,19,0
19395,33,549618.47,45801.54,1.2,407872.24,48,18.37,12060.25,0,0.701,3,10,0
19396,41,219754.5,18312.88,10.5,401975.57,48,23.4,12972.16,1,0.139,1,20,0
19397,24,483620.3,40301.69,2.6,1051867.28,12,8.76,91870.32,1,0.218,1,2,1
19398,28,523672.8,43639.4,13.0,1265428.03,36,11.62,41801.02,0,0.195,1,4,0
19399,36,124499.14,10374.93,2.2,244134.95,24,11.32,11414.91,0,0.174,1,16,1
19400,31,278152.42,23179.37,0.0,670154.43,36,21.49,25417.03,3,0.248,0,9,1
19401,38,181884.86,15157.07,6.3,200723.27,24,18.06,10026.75,1,0.144,0,14,0
19402,24,139955.96,11663.0,1.4,319236.19,12,14.29,28706.88,2,0.264,0,4,1
19403,50,440654.07,36721.17,14.6,566541.83,60,10.96,12306.69,0,0.633,0,29,0
19404,26,375743.29,31311.94,4.6,182251.84,36,21.46,6909.47,3,0.299,1,4,0
19405,31,338313.99,28192.83,13.8,818946.84,12,21.57,76479.44,1,0.262,0,8,1
19406,68,172344.65,14362.05,6.5,94701.61,60,15.82,2293.91,1,0.558,1,47,0
19407,21,329467.22,27455.6,9.8,137816.84,36,22.69,5312.61,0,0.187,2,0,0
19408,34,154009.32,12834.11,5.4,140815.06,48,17.19,4077.08,2,0.046,2,14,0
19409,45,308239.07,25686.59,19.9,456277.43,84,16.62,9224.47,0,0.074,0,25,1
19410,36,213037.73,17753.14,2.3,199620.26,36,11.63,6595.03,1,0.291,0,14,0
19411,36,501518.32,41793.19,0.0,791124.33,84,9.26,12833.1,5,0.357,0,12,0
19412,27,247317.32,20609.78,9.3,389682.51,60,15.5,9373.11,1,0.378,2,4,0
19413,41,332907.88,27742.32,2.9,640066.42,48,16.68,18363.35,2,0.227,0,17,0
19414,58,333261.92,27771.83,9.0,809781.75,48,16.91,23328.6,1,0.339,1,36,1
19415,49,285529.38,23794.12,7.7,468307.13,48,20.32,14330.72,2,0.213,1,28,0
19416,66,312595.73,26049.64,5.4,240174.87,36,16.5,8503.24,1,0.314,0,42,0
19417,55,345203.76,28766.98,6.0,90309.12,84,21.79,2103.88,1,0.238,0,35,0
19418,59,189435.33,15786.28,10.0,309257.47,12,10.59,27273.58,0,0.453,0,37,1
19419,42,362750.18,30229.18,6.2,376239.06,84,19.46,8232.94,0,0.07,1,22,0
19420,51,456768.55,38064.05,7.2,472585.18,84,15.94,9370.37,0,0.344,1,31,0
19421,49,361737.48,30144.79,5.5,347402.78,24,22.4,18091.31,4,0.031,1,29,1
19422,60,248429.23,20702.44,16.1,292116.79,24,15.1,14177.65,3,0.217,2,39,0
19423,45,323579.73,26964.98,14.5,426710.69,24,19.85,21686.53,2,0.496,0,25,0
19424,40,247241.14,20603.43,0.6,431415.58,60,14.99,10261.08,1,0.146,0,16,0
19425,24,279464.36,23288.7,8.0,549948.14,60,21.38,14995.74,1,0.175,0,0,0
19426,63,163759.86,13646.66,3.9,205442.2,12,19.81,19012.36,3,0.169,1,43,1
19427,42,591272.93,49272.74,1.8,234794.07,84,19.35,5122.38,1,0.103,3,21,0
19428,60,780541.95,65045.16,0.0,949271.34,60,14.65,22409.07,1,0.207,1,37,0
19429,54,208570.96,17380.91,6.4,472440.42,12,8.3,41162.41,2,0.209,0,30,1
19430,21,439364.86,36613.74,6.8,1003893.28,60,21.33,27345.37,2,0.408,0,0,1
19431,52,614727.34,51227.28,14.8,1488101.17,24,17.88,74205.86,1,0.258,0,31,0
19432,44,183723.37,15310.28,13.2,371322.78,48,17.64,10837.88,1,0.5,1,20,1
19433,32,100788.91,8399.08,10.5,183120.32,12,11.62,16237.48,2,0.191,2,11,1
19434,33,633110.13,52759.18,11.7,921152.94,24,12.82,43715.45,0,0.443,3,11,0
19435,52,295031.58,24585.96,12.3,286142.45,24,21.76,14810.65,1,0.406,2,32,0
19436,25,228720.19,19060.02,10.4,473528.39,84,23.64,11577.14,2,0.462,0,5,0
19437,50,303661.75,25305.15,14.9,185435.51,84,12.99,3372.43,0,0.384,0,29,0
19438,62,246584.6,20548.72,1.7,467269.42,36,23.43,18192.76,1,0.509,0,39,1
19439,25,1302412.48,108534.37,5.6,1887975.52,36,15.05,65493.53,1,0.546,1,4,0
19440,21,227441.02,18953.42,4.9,351518.68,24,9.19,16089.7,2,0.053,2,0,1
19441,23,349291.71,29107.64,5.2,384082.74,84,18.64,8217.31,4,0.025,1,0,0
19442,56,565871.86,47155.99,7.2,847086.94,12,13.51,75862.33,2,0.348,0,32,1
19443,62,564510.12,47042.51,16.2,1132741.56,84,8.39,17876.05,1,0.208,0,39,0
19444,69,512980.92,42748.41,12.5,671796.42,48,12.62,17896.17,2,0.297,0,49,0
19445,22,239704.48,19975.37,14.1,492449.7,36,10.68,16047.65,1,0.11,1,0,0
19446,44,274841.73,22903.48,7.6,69697.55,60,19.31,1819.9,2,0.29,2,22,0
19447,23,99984.22,8332.02,7.4,204445.36,36,21.62,7767.73,2,0.149,0,3,1
19448,39,285715.63,23809.64,10.9,642566.91,24,22.85,33605.52,2,0.257,1,18,1
19449,36,301463.24,25121.94,10.2,704041.79,60,17.21,17576.85,2,0.165,0,13,1
19450,50,429708.18,35809.02,10.2,541584.91,36,13.46,18368.36,1,0.103,0,26,0
19451,65,727772.43,60647.7,19.6,880915.82,60,16.34,21581.63,2,0.52,2,43,0
19452,60,423223.13,35268.59,10.9,448930.18,84,12.81,8120.62,5,0.382,1,36,0
19453,24,506521.77,42210.15,4.1,198152.33,12,14.98,17883.02,5,0.268,0,1,0
19454,32,293979.99,24498.33,4.5,649976.04,60,23.74,18600.53,0,0.612,0,9,0
19455,34,563627.46,46968.95,12.2,440792.72,60,22.11,12201.8,1,0.524,0,13,0
19456,33,298213.86,24851.16,11.8,163675.22,24,13.3,7804.5,0,0.455,1,10,0
19457,38,524553.71,43712.81,12.9,1028429.1,12,8.52,89708.89,1,0.41,0,16,1
19458,50,443409.86,36950.82,10.6,230041.58,36,11.38,7572.73,2,0.266,3,26,0
19459,57,360902.41,30075.2,2.8,706842.28,24,19.68,35864.9,2,0.568,1,36,1
19460,67,137260.45,11438.37,15.7,290449.21,12,8.86,25381.36,0,0.335,1,43,1
19461,55,512304.01,42692.0,14.7,406336.99,12,14.58,36594.81,3,0.352,2,33,0
19462,35,358279.19,29856.6,6.1,154796.37,12,14.51,13935.89,1,0.445,0,12,0
19463,30,421378.81,35114.9,9.8,440813.29,84,17.57,9154.17,0,0.137,0,10,0
19464,39,346892.66,28907.72,8.9,176327.38,60,15.42,4233.79,2,0.22,0,17,0
19465,60,378119.34,31509.95,6.1,584409.53,12,9.95,51365.29,1,0.244,0,36,0
19466,69,568255.83,47354.65,2.2,1289755.14,12,8.66,112587.74,1,0.104,2,46,1
19467,40,233991.07,19499.26,10.9,325885.3,60,13.29,7463.36,1,0.446,0,20,0
19468,29,374676.88,31223.07,0.5,276746.98,48,17.4,8042.93,0,0.146,2,7,0
19469,21,201044.69,16753.72,5.0,315909.45,36,22.63,12167.93,0,0.394,0,1,1
19470,24,395671.68,32972.64,16.6,161480.9,84,18.86,3475.86,1,0.05,1,0,0
19471,52,336261.22,28021.77,10.1,304305.2,36,22.0,11621.55,0,0.154,0,32,0
19472,49,216320.34,18026.7,9.9,498292.13,12,11.76,44216.73,2,0.21,0,29,1
19473,52,310777.33,25898.11,6.5,670550.13,36,11.24,22029.24,2,0.143,4,31,0
19474,22,223160.24,18596.69,0.2,439878.8,24,18.14,21990.32,1,0.206,2,0,1
19475,42,245487.06,20457.26,10.1,433957.45,12,8.93,37936.13,1,0.419,2,20,0
19476,29,354124.37,29510.36,10.5,668460.77,12,23.21,62954.1,0,0.493,1,5,1
19477,37,339150.56,28262.55,12.0,565565.1,84,21.28,12998.55,0,0.129,0,15,0
19478,51,113523.01,9460.25,6.0,170917.07,48,17.45,4971.7,4,0.658,1,30,0
19479,34,356911.95,29742.66,6.0,113445.62,36,16.33,4006.92,0,0.6,0,14,0
19480,53,254825.29,21235.44,10.8,109030.01,24,14.04,5236.91,3,0.245,0,29,0
19481,35,241070.82,20089.24,1.7,176793.88,12,12.72,15767.53,3,0.16,2,11,0
19482,46,168792.01,14066.0,12.1,246300.59,48,12.78,6580.77,2,0.314,0,23,0
19483,43,289903.78,24158.65,7.2,204749.54,60,15.24,4896.81,0,0.471,0,23,0
19484,39,228317.21,19026.43,9.5,290805.62,60,13.96,6760.51,0,0.254,0,15,0
19485,27,560599.15,46716.6,19.5,862756.29,48,16.28,24574.65,2,0.445,2,5,1
19486,49,123659.17,10304.93,6.6,237701.42,36,13.27,8040.05,1,0.185,1,29,0
19487,69,183145.87,15262.16,8.7,271761.61,48,23.3,8755.09,2,0.452,0,47,0
19488,52,177049.39,14754.12,8.1,310751.25,12,12.83,27730.68,1,0.221,1,28,1
19489,57,337502.73,28125.23,0.0,419181.12,12,12.26,37294.74,1,0.172,1,35,0
19490,60,533153.14,44429.43,11.1,1237971.61,12,19.24,114229.07,1,0.052,1,40,1
19491,22,381383.57,31781.96,0.0,746371.84,12,9.52,65451.44,1,0.297,0,0,1
19492,59,171557.96,14296.5,11.8,210112.4,48,20.45,6444.28,0,0.234,0,35,0
19493,32,239278.75,19939.9,4.5,147133.74,12,23.39,13869.51,2,0.233,1,10,0
19494,53,197879.12,16489.93,4.3,362561.16,12,14.47,32633.55,2,0.439,0,33,1
19495,69,382263.58,31855.3,7.8,468902.17,60,13.24,10726.66,1,0.152,0,46,0
19496,64,236857.71,19738.14,1.4,169737.46,60,19.55,4454.61,3,0.284,0,40,0
19497,41,146327.27,12193.94,7.4,231479.25,48,11.71,6062.83,1,0.089,0,17,0
19498,62,397262.78,33105.23,2.5,433183.59,12,12.19,38526.35,1,0.608,0,42,0
19499,51,557729.45,46477.45,1.6,1108722.16,84,23.67,27127.73,1,0.353,0,29,0
19500,27,271214.09,22601.17,6.9,230452.27,24,15.82,11263.85,1,0.162,2,6,0
19501,32,314959.77,26246.65,14.1,402910.56,36,12.44,13467.23,1,0.224,2,8,0
19502,67,139643.69,11636.97,11.6,141477.64,60,11.62,3119.99,3,0.18,1,43,0
19503,65,105913.84,8826.15,5.3,227933.85,12,19.75,21087.28,0,0.393,1,41,1
19504,64,117648.68,9804.06,7.2,138609.85,60,19.74,3652.29,0,0.277,0,43,0
19505,39,290000.84,24166.74,5.3,215000.86,24,10.39,9959.94,1,0.552,1,15,0
19506,36,254238.73,21186.56,2.0,554944.94,24,16.2,27224.89,0,0.258,0,15,1
19507,60,389693.69,32474.47,2.8,908955.62,84,23.66,22234.2,0,0.316,0,40,0
19508,21,268652.34,22387.7,9.3,281910.5,36,19.1,10347.98,2,0.551,0,0,0
19509,64,485959.67,40496.64,4.3,1078577.04,48,20.93,33358.29,0,0.096,0,41,0
19510,50,458691.57,38224.3,7.7,608998.82,48,17.07,17594.75,0,0.537,2,28,0
19511,52,252399.91,21033.33,2.9,475735.9,60,9.81,10063.56,0,0.106,0,31,0
19512,42,179562.85,14963.57,12.0,148417.68,48,9.57,3733.68,0,0.285,0,22,0
19513,68,113768.31,9480.69,11.2,64557.74,84,18.62,1380.43,1,0.204,0,45,0
19514,57,607303.85,50608.65,15.8,846859.33,84,20.06,18836.13,3,0.129,1,34,0
19515,23,185115.83,15426.32,14.8,208451.4,60,21.44,5691.03,0,0.47,0,0,0
19516,46,140334.35,11694.53,3.4,28160.74,48,20.17,859.49,0,0.202,2,22,0
19517,63,316452.59,26371.05,3.7,96460.1,36,23.96,3782.38,2,0.029,1,41,0
19518,24,140959.7,11746.64,9.8,231576.24,48,13.11,6225.26,3,0.31,0,4,1
19519,57,316293.43,26357.79,3.6,314560.29,60,19.21,8196.26,1,0.071,1,34,0
19520,32,250657.96,20888.16,9.2,69119.51,60,8.63,1422.43,2,0.127,0,9,0
19521,45,470635.63,39219.64,6.3,559396.29,60,10.87,12126.4,3,0.067,1,22,0
19522,64,450605.79,37550.48,12.6,218612.48,36,9.9,7043.75,1,0.406,3,40,0
19523,45,514865.67,42905.47,12.7,281340.94,84,12.73,5076.94,2,0.242,2,23,0
19524,22,328775.64,27397.97,6.5,640543.71,84,15.3,12468.47,1,0.116,1,1,1
19525,22,193074.23,16089.52,0.0,73025.56,84,13.0,1328.48,1,0.126,1,1,0
19526,57,176584.9,14715.41,13.1,222227.99,12,18.66,20443.73,1,0.174,0,37,0
19527,66,227442.27,18953.52,4.9,216557.03,84,8.72,3453.51,4,0.063,2,43,0
19528,35,803825.45,66985.45,7.9,1970856.73,60,22.28,54747.14,1,0.518,0,13,0
19529,66,261818.28,21818.19,7.3,65445.2,60,21.98,1806.78,1,0.114,0,43,0
19530,43,321421.22,26785.1,9.9,400710.78,12,23.39,37772.86,0,0.185,1,22,0
19531,23,633679.05,52806.59,4.9,1145697.31,60,22.85,32199.09,1,0.027,0,1,0
19532,47,336820.88,28068.41,2.4,797965.28,24,23.62,42038.11,2,0.251,2,23,1
19533,68,203959.01,16996.58,8.8,188721.04,60,15.66,4555.31,1,0.283,0,45,0
19534,33,427230.45,35602.54,12.1,708841.32,60,22.55,19799.73,0,0.307,1,10,0
19535,68,239369.13,19947.43,7.4,188556.3,12,12.35,16783.89,0,0.098,0,47,0
19536,52,342683.52,28556.96,7.4,564801.29,48,15.88,15971.94,1,0.196,4,32,0
19537,40,383110.38,31925.86,2.1,153690.82,60,10.28,3286.69,1,0.403,0,20,0
19538,54,231618.62,19301.55,10.6,198749.77,48,19.51,5996.26,0,0.136,2,30,0
19539,40,325522.15,27126.85,10.9,397728.86,84,22.57,9457.65,1,0.301,0,16,0
19540,25,660018.47,55001.54,7.5,223242.69,36,18.87,8168.52,2,0.014,0,1,0
19541,63,216800.45,18066.7,3.1,140758.86,60,15.37,3376.04,1,0.501,2,41,0
19542,39,572888.45,47740.7,8.4,253514.73,84,23.27,6139.16,1,0.165,0,16,0
19543,48,220742.38,18395.2,8.8,524003.68,24,10.92,24403.22,0,0.169,0,27,1
19544,57,730171.27,60847.61,7.8,1006003.05,24,23.87,53123.23,1,0.02,0,36,0
19545,25,193349.95,16112.5,2.6,299797.04,48,9.64,7551.9,1,0.598,0,2,0
19546,56,243548.69,20295.72,9.3,507093.68,12,13.61,45437.48,2,0.254,0,32,1
19547,38,630411.39,52534.28,8.8,623691.35,84,10.52,10522.36,3,0.233,2,16,0
19548,47,644426.71,53702.23,10.1,277414.44,36,16.48,9818.94,2,0.489,1,23,0
19549,43,446508.33,37209.03,7.3,262839.45,12,14.94,23716.0,3,0.101,1,21,0
19550,59,172659.25,14388.27,14.4,307690.23,12,21.18,28676.79,1,0.316,0,36,1
19551,30,309033.39,25752.78,8.0,735141.19,60,18.14,18723.79,2,0.37,1,10,1
19552,26,296743.77,24728.65,15.0,366585.15,84,20.9,8340.28,1,0.389,0,3,0
19553,41,193318.32,16109.86,9.1,175734.37,36,11.14,5764.98,2,0.188,1,20,0
19554,26,420171.64,35014.3,2.2,935898.96,84,13.24,17148.19,1,0.57,0,2,1
19555,32,201119.28,16759.94,12.2,223967.78,48,9.92,5671.8,0,0.678,1,11,0
19556,53,155547.33,12962.28,6.2,77320.74,60,10.99,1680.75,1,0.205,1,33,0
19557,61,131869.26,10989.11,5.8,104721.2,48,10.85,2698.95,0,0.151,1,40,0
19558,54,698120.95,58176.75,13.2,1393045.07,60,15.9,33802.18,3,0.278,1,32,0
19559,36,229752.6,19146.05,1.8,501662.43,84,16.2,10021.28,0,0.127,2,15,0
19560,60,232175.17,19347.93,0.0,468839.49,12,17.4,42849.44,1,0.19,1,38,1
19561,40,177134.59,14761.22,6.9,436433.48,24,11.8,20503.7,1,0.23,0,17,0
19562,29,587694.4,48974.53,9.5,297949.72,36,18.26,10810.5,0,0.225,0,6,0
19563,58,148728.07,12394.01,12.3,197731.22,12,20.58,18371.67,1,0.382,1,37,1
19564,46,162418.74,13534.89,8.7,279118.38,24,18.99,14068.62,2,0.558,1,24,0
19565,39,252479.65,21039.97,0.0,617702.3,60,11.9,13709.25,0,0.178,1,19,1
19566,53,293377.83,24448.15,3.1,698681.43,12,12.78,62332.23,3,0.286,0,33,1
19567,56,412222.13,34351.84,1.7,421040.78,60,12.86,9549.82,3,0.408,1,32,0
19568,31,211546.98,17628.92,0.0,474657.48,84,10.27,7946.25,0,0.437,2,11,0
19569,26,641886.58,53490.55,7.1,889020.26,84,21.13,20351.08,1,0.222,2,3,0
19570,46,212268.26,17689.02,10.6,89507.04,84,23.17,2161.91,0,0.224,1,23,0
19571,23,179101.78,14925.15,12.9,59766.74,48,9.61,1504.67,2,0.04,1,3,0
19572,52,170776.74,14231.39,10.5,426624.45,60,13.87,9898.08,2,0.114,2,28,1
19573,42,201401.23,16783.44,5.2,476601.79,48,20.81,14709.64,1,0.462,0,20,0
19574,31,165334.96,13777.91,13.4,273400.96,24,11.39,12792.19,0,0.537,3,10,1
19575,50,431685.41,35973.78,6.9,781223.97,84,14.97,15061.94,0,0.014,0,26,0
19576,39,179796.18,14983.02,8.3,277524.89,84,8.21,4354.66,1,0.019,0,16,0
19577,40,277502.59,23125.22,4.7,563186.73,48,23.89,18326.69,1,0.216,0,19,1
19578,31,177233.85,14769.49,6.8,150740.65,60,13.35,3456.88,0,0.201,1,10,0
19579,54,164846.41,13737.2,5.9,127462.71,48,16.94,3673.99,3,0.092,1,30,0
19580,65,515693.7,42974.48,1.1,697818.52,12,11.97,61990.54,2,0.281,1,44,1
19581,51,660919.81,55076.65,11.2,442141.15,24,11.27,20662.71,0,0.567,1,28,0
19582,32,559333.18,46611.1,8.8,777023.68,60,17.59,19558.4,3,0.314,0,9,0
19583,61,142106.5,11842.21,12.0,340739.75,24,17.33,16901.02,1,0.067,0,40,0
19584,26,152315.05,12692.92,4.5,138068.72,12,20.87,12847.49,1,0.267,0,6,0
19585,35,797462.06,66455.17,11.5,1266026.4,36,15.45,44166.72,2,0.274,0,12,0
19586,22,261145.67,21762.14,0.2,591535.19,36,9.9,19059.42,1,0.314,0,0,0
19587,62,149134.28,12427.86,10.7,225980.53,36,17.42,8104.14,3,0.1,1,42,0
19588,23,509466.05,42455.5,11.4,224308.18,12,18.76,20645.79,1,0.582,0,2,0
19589,47,306720.6,25560.05,2.8,499820.78,48,8.04,12211.47,0,0.15,1,27,0
19590,30,394253.16,32854.43,13.6,624358.21,60,16.84,15463.25,4,0.344,0,8,0
19591,31,96863.19,8071.93,15.8,89950.74,24,18.39,4507.68,2,0.46,0,11,0
19592,50,251918.92,20993.24,5.1,407293.2,48,14.71,11275.49,0,0.518,2,27,0
19593,60,476585.16,39715.43,15.2,936244.87,12,20.6,86997.66,2,0.164,1,36,1
19594,21,215306.73,17942.23,0.0,444706.16,36,12.31,14836.54,0,0.454,0,1,1
19595,28,549904.65,45825.39,7.3,1100012.13,84,10.15,18346.87,1,0.165,0,6,0
19596,35,153525.58,12793.8,0.0,208784.02,60,22.13,5781.83,1,0.467,1,13,0
19597,67,280326.39,23360.53,12.6,547170.65,12,12.0,48615.45,1,0.191,2,47,1
19598,23,674995.12,56249.59,0.3,221439.24,60,15.06,5275.0,1,0.195,1,0,0
19599,29,166803.29,13900.27,0.0,313296.67,48,16.36,8936.79,1,0.303,1,5,0
19600,40,339672.97,28306.08,9.3,266206.19,48,14.55,7348.14,1,0.62,2,16,0
19601,36,397340.9,33111.74,13.2,157919.64,84,13.82,2943.74,0,0.491,1,15,0
19602,23,310426.34,25868.86,6.0,401396.52,12,17.17,36641.66,0,0.121,1,3,0
19603,47,261705.73,21808.81,8.7,163191.74,12,21.17,15208.72,0,0.085,0,23,0
19604,50,191346.43,15945.54,16.8,468987.57,84,13.22,8588.0,3,0.228,2,30,1
19605,29,327182.41,27265.2,3.2,206404.85,36,14.71,7125.81,1,0.245,0,7,0
19606,54,281720.74,23476.73,3.1,661731.64,84,17.47,13703.36,1,0.234,2,30,0
19607,23,144618.22,12051.52,13.4,308125.12,12,10.61,27176.59,1,0.451,1,1,1
19608,56,513971.82,42830.98,9.1,1103541.5,36,18.66,40261.99,0,0.122,0,33,0
19609,33,188146.21,15678.85,15.1,228168.58,84,18.69,4888.33,0,0.192,1,11,0
19610,31,146509.01,12209.08,1.5,118662.77,84,13.21,2172.28,1,0.094,2,11,0
19611,30,220170.84,18347.57,0.0,287295.09,84,15.89,5688.29,2,0.105,0,10,0
19612,63,189783.69,15815.31,0.8,454459.89,36,16.08,15995.42,4,0.504,0,42,0
19613,45,260635.86,21719.66,11.5,232700.25,48,9.37,5831.72,4,0.333,1,24,0
19614,54,159336.63,13278.05,14.0,80963.71,24,8.04,3663.25,1,0.542,0,30,0
19615,30,371010.52,30917.54,13.4,723756.36,12,11.16,64020.82,1,0.09,0,6,1
19616,23,591564.14,49297.01,10.8,768280.4,36,23.56,29964.63,2,0.298,2,0,0
19617,22,312679.02,26056.59,14.3,237639.54,60,16.02,5781.46,3,0.453,1,1,0
